"epoch","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MAX","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-convFalse-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"139","2328","2328","2328","0.5142999887466431","0.5142999887466431","0.5142999887466431","2328","2328","2328","0.557699978351593","0.557699978351593","0.557699978351593","2328","2328","2328","0.6378999948501587","0.6378999948501587","0.6378999948501587","2328","2328","2328","0.7803999781608582","0.7803999781608582","0.7803999781608582"
"140","2345","2345","2345","0.5120999813079834","0.5120999813079834","0.5120999813079834","2345","2345","2345","0.5541999936103821","0.5541999936103821","0.5541999936103821","2345","2345","2345","0.6344000101089478","0.6344000101089478","0.6344000101089478","2345","2345","2345","0.7796000242233276","0.7796000242233276","0.7796000242233276"
"141","2361","2361","2361","0.5199999809265137","0.5199999809265137","0.5199999809265137","2361","2361","2361","0.5519999861717224","0.5519999861717224","0.5519999861717224","2361","2361","2361","0.6428999900817871","0.6428999900817871","0.6428999900817871","2361","2361","2361","0.7797999978065491","0.7797999978065491","0.7797999978065491"
"142","2378","2378","2378","0.5160999894142151","0.5160999894142151","0.5160999894142151","2378","2378","2378","0.5504999756813049","0.5504999756813049","0.5504999756813049","2378","2378","2378","0.6353999972343445","0.6353999972343445","0.6353999972343445","2378","2378","2378","0.7821000218391418","0.7821000218391418","0.7821000218391418"
"143","2395","2395","2395","0.5152999758720398","0.5152999758720398","0.5152999758720398","2395","2395","2395","0.5482000112533569","0.5482000112533569","0.5482000112533569","2395","2395","2395","0.6388999819755554","0.6388999819755554","0.6388999819755554","2395","2395","2395","0.7782999873161316","0.7782999873161316","0.7782999873161316"
"144","2411","2411","2411","0.512499988079071","0.512499988079071","0.512499988079071","2411","2411","2411","0.5583000183105469","0.5583000183105469","0.5583000183105469","2411","2411","2411","0.6392999887466431","0.6392999887466431","0.6392999887466431","2411","2411","2411","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"145","2428","2428","2428","0.5110999941825867","0.5110999941825867","0.5110999941825867","2428","2428","2428","0.5501999855041504","0.5501999855041504","0.5501999855041504","2428","2428","2428","0.6299999952316284","0.6299999952316284","0.6299999952316284","2428","2428","2428","0.7795000076293945","0.7795000076293945","0.7795000076293945"
"146","2445","2445","2445","0.5116999745368958","0.5116999745368958","0.5116999745368958","2445","2445","2445","0.5527999997138977","0.5527999997138977","0.5527999997138977","2445","2445","2445","0.6312999725341797","0.6312999725341797","0.6312999725341797","2445","2445","2445","0.7770000100135803","0.7770000100135803","0.7770000100135803"
"147","2461","2461","2461","0.5095999836921692","0.5095999836921692","0.5095999836921692","2461","2461","2461","0.5568000078201294","0.5568000078201294","0.5568000078201294","2461","2461","2461","0.6283000111579895","0.6283000111579895","0.6283000111579895","2461","2461","2461","0.7797999978065491","0.7797999978065491","0.7797999978065491"
"148","2478","2478","2478","0.5135999917984009","0.5135999917984009","0.5135999917984009","2478","2478","2478","0.5551999807357788","0.5551999807357788","0.5551999807357788","2478","2478","2478","0.6373000144958496","0.6373000144958496","0.6373000144958496","2478","2478","2478","0.7785999774932861","0.7785999774932861","0.7785999774932861"
"149","2495","2495","2495","0.5116999745368958","0.5116999745368958","0.5116999745368958","2495","2495","2495","0.5608000159263611","0.5608000159263611","0.5608000159263611","2495","2495","2495","0.6427000164985657","0.6427000164985657","0.6427000164985657","2495","2495","2495","0.7800999879837036","0.7800999879837036","0.7800999879837036"
"150","2511","2511","2511","0.5134000182151794","0.5134000182151794","0.5134000182151794","2511","2511","2511","0.5576000213623047","0.5576000213623047","0.5576000213623047","2511","2511","2511","0.6452999711036682","0.6452999711036682","0.6452999711036682","2511","2511","2511","0.7793999910354614","0.7793999910354614","0.7793999910354614"
"151","2528","2528","2528","0.5249999761581421","0.5249999761581421","0.5249999761581421","2528","2528","2528","0.5647000074386597","0.5647000074386597","0.5647000074386597","2528","2528","2528","0.6450999975204468","0.6450999975204468","0.6450999975204468","2528","2528","2528","0.7803999781608582","0.7803999781608582","0.7803999781608582"
"152","2544","2544","2544","0.5218999981880188","0.5218999981880188","0.5218999981880188","2544","2544","2544","0.560699999332428","0.560699999332428","0.560699999332428","2544","2544","2544","0.6456000208854675","0.6456000208854675","0.6456000208854675","2544","2544","2544","0.7814000248908997","0.7814000248908997","0.7814000248908997"
"153","2561","2561","2561","0.5170999765396118","0.5170999765396118","0.5170999765396118","2561","2561","2561","0.5582000017166138","0.5582000017166138","0.5582000017166138","2561","2561","2561","0.6438000202178955","0.6438000202178955","0.6438000202178955","2561","2561","2561","0.7811999917030334","0.7811999917030334","0.7811999917030334"
"154","2578","2578","2578","0.5212000012397766","0.5212000012397766","0.5212000012397766","2578","2578","2578","0.5627999901771545","0.5627999901771545","0.5627999901771545","2578","2578","2578","0.6459000110626221","0.6459000110626221","0.6459000110626221","2578","2578","2578","0.779699981212616","0.779699981212616","0.779699981212616"
"155","2594","2594","2594","0.5123999714851379","0.5123999714851379","0.5123999714851379","2594","2594","2594","0.5640000104904175","0.5640000104904175","0.5640000104904175","2594","2594","2594","0.6470999717712402","0.6470999717712402","0.6470999717712402","2594","2594","2594","0.7814000248908997","0.7814000248908997","0.7814000248908997"
"156","2611","2611","2611","0.5234000086784363","0.5234000086784363","0.5234000086784363","2611","2611","2611","0.5622000098228455","0.5622000098228455","0.5622000098228455","2611","2611","2611","0.647599995136261","0.647599995136261","0.647599995136261","2611","2611","2611","0.781499981880188","0.781499981880188","0.781499981880188"
"157","2628","2628","2628","0.5188999772071838","0.5188999772071838","0.5188999772071838","2628","2628","2628","0.5611000061035156","0.5611000061035156","0.5611000061035156","2628","2628","2628","0.6449000239372253","0.6449000239372253","0.6449000239372253","2628","2628","2628","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"158","2644","2644","2644","0.5145999789237976","0.5145999789237976","0.5145999789237976","2644","2644","2644","0.5598000288009644","0.5598000288009644","0.5598000288009644","2644","2644","2644","0.6481999754905701","0.6481999754905701","0.6481999754905701","2644","2644","2644","0.7803000211715698","0.7803000211715698","0.7803000211715698"
"159","2661","2661","2661","0.5153999924659729","0.5153999924659729","0.5153999924659729","2661","2661","2661","0.5629000067710876","0.5629000067710876","0.5629000067710876","2661","2661","2661","0.6480000019073486","0.6480000019073486","0.6480000019073486","2661","2661","2661","0.7820000052452087","0.7820000052452087","0.7820000052452087"
"160","2678","2678","2678","0.5181000232696533","0.5181000232696533","0.5181000232696533","2678","2678","2678","0.5605000257492065","0.5605000257492065","0.5605000257492065","2678","2678","2678","0.6471999883651733","0.6471999883651733","0.6471999883651733","2678","2678","2678","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"161","2694","2694","2694","0.5092999935150146","0.5092999935150146","0.5092999935150146","2694","2694","2694","0.560699999332428","0.560699999332428","0.560699999332428","2694","2694","2694","0.6464999914169312","0.6464999914169312","0.6464999914169312","2694","2694","2694","0.7809000015258789","0.7809000015258789","0.7809000015258789"
"162","2711","2711","2711","0.5138999819755554","0.5138999819755554","0.5138999819755554","2711","2711","2711","0.5590000152587891","0.5590000152587891","0.5590000152587891","2711","2711","2711","0.6489999890327454","0.6489999890327454","0.6489999890327454","2711","2711","2711","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"163","2727","2727","2727","0.515999972820282","0.515999972820282","0.515999972820282","2727","2727","2727","0.5634999871253967","0.5634999871253967","0.5634999871253967","2727","2727","2727","0.6489999890327454","0.6489999890327454","0.6489999890327454","2727","2727","2727","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"164","2744","2744","2744","0.5144000053405762","0.5144000053405762","0.5144000053405762","2744","2744","2744","0.5633000135421753","0.5633000135421753","0.5633000135421753","2744","2744","2744","0.6492999792098999","0.6492999792098999","0.6492999792098999","2744","2744","2744","0.7804999947547913","0.7804999947547913","0.7804999947547913"
"165","2761","2761","2761","0.5220999717712402","0.5220999717712402","0.5220999717712402","2761","2761","2761","0.558899998664856","0.558899998664856","0.558899998664856","2761","2761","2761","0.6467000246047974","0.6467000246047974","0.6467000246047974","2761","2761","2761","0.7813000082969666","0.7813000082969666","0.7813000082969666"
"166","2777","2777","2777","0.5163999795913696","0.5163999795913696","0.5163999795913696","2777","2777","2777","0.5625","0.5625","0.5625","2777","2777","2777","0.6480000019073486","0.6480000019073486","0.6480000019073486","2777","2777","2777","0.779699981212616","0.779699981212616","0.779699981212616"
"167","2794","2794","2794","0.5162000060081482","0.5162000060081482","0.5162000060081482","2794","2794","2794","0.5623999834060669","0.5623999834060669","0.5623999834060669","2794","2794","2794","0.6449000239372253","0.6449000239372253","0.6449000239372253","2794","2794","2794","0.7802000045776367","0.7802000045776367","0.7802000045776367"
"168","2811","2811","2811","0.5156000256538391","0.5156000256538391","0.5156000256538391","2811","2811","2811","0.5562000274658203","0.5562000274658203","0.5562000274658203","2811","2811","2811","0.6480000019073486","0.6480000019073486","0.6480000019073486","2811","2811","2811","0.7821000218391418","0.7821000218391418","0.7821000218391418"
"169","2827","2827","2827","0.5109000205993652","0.5109000205993652","0.5109000205993652","2827","2827","2827","0.5609999895095825","0.5609999895095825","0.5609999895095825","2827","2827","2827","0.647599995136261","0.647599995136261","0.647599995136261","2827","2827","2827","0.7821000218391418","0.7821000218391418","0.7821000218391418"
"170","2844","2844","2844","0.5264999866485596","0.5264999866485596","0.5264999866485596","2844","2844","2844","0.5644999742507935","0.5644999742507935","0.5644999742507935","2844","2844","2844","0.6491000056266785","0.6491000056266785","0.6491000056266785","2844","2844","2844","0.781000018119812","0.781000018119812","0.781000018119812"
"171","2861","2861","2861","0.5192999839782715","0.5192999839782715","0.5192999839782715","2861","2861","2861","0.5590000152587891","0.5590000152587891","0.5590000152587891","2861","2861","2861","0.6481000185012817","0.6481000185012817","0.6481000185012817","2861","2861","2861","0.781499981880188","0.781499981880188","0.781499981880188"
"172","2877","2877","2877","0.516700029373169","0.516700029373169","0.516700029373169","2877","2877","2877","0.5641999840736389","0.5641999840736389","0.5641999840736389","2877","2877","2877","0.6444000005722046","0.6444000005722046","0.6444000005722046","2877","2877","2877","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"173","2894","2894","2894","0.5198000073432922","0.5198000073432922","0.5198000073432922","2894","2894","2894","0.5583999752998352","0.5583999752998352","0.5583999752998352","2894","2894","2894","0.6471999883651733","0.6471999883651733","0.6471999883651733","2894","2894","2894","0.7807000279426575","0.7807000279426575","0.7807000279426575"
"174","2911","2911","2911","0.51419997215271","0.51419997215271","0.51419997215271","2911","2911","2911","0.5609999895095825","0.5609999895095825","0.5609999895095825","2911","2911","2911","0.6473000049591064","0.6473000049591064","0.6473000049591064","2911","2911","2911","0.7825999855995178","0.7825999855995178","0.7825999855995178"
"175","2927","2927","2927","0.5130000114440918","0.5130000114440918","0.5130000114440918","2927","2927","2927","0.5562000274658203","0.5562000274658203","0.5562000274658203","2927","2927","2927","0.6474000215530396","0.6474000215530396","0.6474000215530396","2927","2927","2927","0.7813000082969666","0.7813000082969666","0.7813000082969666"
"176","2944","2944","2944","0.5105999708175659","0.5105999708175659","0.5105999708175659","2944","2944","2944","0.5580999851226807","0.5580999851226807","0.5580999851226807","2944","2944","2944","0.6503000259399414","0.6503000259399414","0.6503000259399414","2944","2944","2944","0.7806000113487244","0.7806000113487244","0.7806000113487244"
"177","2960","2960","2960","0.5218999981880188","0.5218999981880188","0.5218999981880188","2960","2960","2960","0.5590999722480774","0.5590999722480774","0.5590999722480774","2960","2960","2960","0.6502000093460083","0.6502000093460083","0.6502000093460083","2960","2960","2960","0.781000018119812","0.781000018119812","0.781000018119812"
"178","2977","2977","2977","0.5130000114440918","0.5130000114440918","0.5130000114440918","2977","2977","2977","0.5590000152587891","0.5590000152587891","0.5590000152587891","2977","2977","2977","0.6471999883651733","0.6471999883651733","0.6471999883651733","2977","2977","2977","0.7817999720573425","0.7817999720573425","0.7817999720573425"
"179","2994","2994","2994","0.5194000005722046","0.5194000005722046","0.5194000005722046","2994","2994","2994","0.5570999979972839","0.5570999979972839","0.5570999979972839","2994","2994","2994","0.6452000141143799","0.6452000141143799","0.6452000141143799","2994","2994","2994","0.78329998254776","0.78329998254776","0.78329998254776"
"180","3010","3010","3010","0.5138999819755554","0.5138999819755554","0.5138999819755554","3010","3010","3010","0.5569000244140625","0.5569000244140625","0.5569000244140625","3010","3010","3010","0.6491000056266785","0.6491000056266785","0.6491000056266785","3010","3010","3010","0.7810999751091003","0.7810999751091003","0.7810999751091003"
"181","3027","3027","3027","0.5209000110626221","0.5209000110626221","0.5209000110626221","3027","3027","3027","0.558899998664856","0.558899998664856","0.558899998664856","3027","3027","3027","0.6460999846458435","0.6460999846458435","0.6460999846458435","3027","3027","3027","0.7810999751091003","0.7810999751091003","0.7810999751091003"
"182","3044","3044","3044","0.5167999863624573","0.5167999863624573","0.5167999863624573","3044","3044","3044","0.5608000159263611","0.5608000159263611","0.5608000159263611","3044","3044","3044","0.6492999792098999","0.6492999792098999","0.6492999792098999","3044","3044","3044","0.7811999917030334","0.7811999917030334","0.7811999917030334"
"183","3060","3060","3060","0.5238000154495239","0.5238000154495239","0.5238000154495239","3060","3060","3060","0.558899998664856","0.558899998664856","0.558899998664856","3060","3060","3060","0.6496999859809875","0.6496999859809875","0.6496999859809875","3060","3060","3060","0.7797999978065491","0.7797999978065491","0.7797999978065491"
"184","3077","3077","3077","0.5184000134468079","0.5184000134468079","0.5184000134468079","3077","3077","3077","0.559499979019165","0.559499979019165","0.559499979019165","3077","3077","3077","0.6445000171661377","0.6445000171661377","0.6445000171661377","3077","3077","3077","0.7802000045776367","0.7802000045776367","0.7802000045776367"
"185","3094","3094","3094","0.5202999711036682","0.5202999711036682","0.5202999711036682","3094","3094","3094","0.5561000108718872","0.5561000108718872","0.5561000108718872","3094","3094","3094","0.6485000252723694","0.6485000252723694","0.6485000252723694","3094","3094","3094","0.7825000286102295","0.7825000286102295","0.7825000286102295"
"186","3110","3110","3110","0.5184999704360962","0.5184999704360962","0.5184999704360962","3110","3110","3110","0.559499979019165","0.559499979019165","0.559499979019165","3110","3110","3110","0.6485999822616577","0.6485999822616577","0.6485999822616577","3110","3110","3110","0.781000018119812","0.781000018119812","0.781000018119812"
"187","3127","3127","3127","0.5189999938011169","0.5189999938011169","0.5189999938011169","3127","3127","3127","0.5622000098228455","0.5622000098228455","0.5622000098228455","3127","3127","3127","0.646399974822998","0.646399974822998","0.646399974822998","3127","3127","3127","0.7800999879837036","0.7800999879837036","0.7800999879837036"
"188","3143","3143","3143","0.5169000029563904","0.5169000029563904","0.5169000029563904","3143","3143","3143","0.5630999803543091","0.5630999803543091","0.5630999803543091","3143","3143","3143","0.6488999724388123","0.6488999724388123","0.6488999724388123","3143","3143","3143","0.7817999720573425","0.7817999720573425","0.7817999720573425"
"189","3160","3160","3160","0.5178999900817871","0.5178999900817871","0.5178999900817871","3160","3160","3160","0.5626000165939331","0.5626000165939331","0.5626000165939331","3160","3160","3160","0.6480000019073486","0.6480000019073486","0.6480000019073486","3160","3160","3160","0.7815999984741211","0.7815999984741211","0.7815999984741211"
"190","3177","3177","3177","0.5164999961853027","0.5164999961853027","0.5164999961853027","3177","3177","3177","0.5584999918937683","0.5584999918937683","0.5584999918937683","3177","3177","3177","0.6467000246047974","0.6467000246047974","0.6467000246047974","3177","3177","3177","0.7789999842643738","0.7789999842643738","0.7789999842643738"
"191","3193","3193","3193","0.5206000208854675","0.5206000208854675","0.5206000208854675","3193","3193","3193","0.5620999932289124","0.5620999932289124","0.5620999932289124","3193","3193","3193","0.6462000012397766","0.6462000012397766","0.6462000012397766","3193","3193","3193","0.7829999923706055","0.7829999923706055","0.7829999923706055"
"192","3210","3210","3210","0.5188999772071838","0.5188999772071838","0.5188999772071838","3210","3210","3210","0.566100001335144","0.566100001335144","0.566100001335144","3210","3210","3210","0.6471999883651733","0.6471999883651733","0.6471999883651733","3210","3210","3210","0.7804999947547913","0.7804999947547913","0.7804999947547913"
"193","3227","3227","3227","0.5199000239372253","0.5199000239372253","0.5199000239372253","3227","3227","3227","0.5605000257492065","0.5605000257492065","0.5605000257492065","3227","3227","3227","0.6456999778747559","0.6456999778747559","0.6456999778747559","3227","3227","3227","0.7817000150680542","0.7817000150680542","0.7817000150680542"
"194","3243","3243","3243","0.5189999938011169","0.5189999938011169","0.5189999938011169","3243","3243","3243","0.560699999332428","0.560699999332428","0.560699999332428","3243","3243","3243","0.6499999761581421","0.6499999761581421","0.6499999761581421","3243","3243","3243","0.7821000218391418","0.7821000218391418","0.7821000218391418"
"195","3260","3260","3260","0.5162000060081482","0.5162000060081482","0.5162000060081482","3260","3260","3260","0.5586000084877014","0.5586000084877014","0.5586000084877014","3260","3260","3260","0.6467999815940857","0.6467999815940857","0.6467999815940857","3260","3260","3260","0.7814000248908997","0.7814000248908997","0.7814000248908997"
"196","3277","3277","3277","0.5130000114440918","0.5130000114440918","0.5130000114440918","3277","3277","3277","0.5616999864578247","0.5616999864578247","0.5616999864578247","3277","3277","3277","0.6478999853134155","0.6478999853134155","0.6478999853134155","3277","3277","3277","0.7832000255584717","0.7832000255584717","0.7832000255584717"
"197","3293","3293","3293","0.5162000060081482","0.5162000060081482","0.5162000060081482","3293","3293","3293","0.5590000152587891","0.5590000152587891","0.5590000152587891","3293","3293","3293","0.6496999859809875","0.6496999859809875","0.6496999859809875","3293","3293","3293","0.7813000082969666","0.7813000082969666","0.7813000082969666"
"198","3310","3310","3310","0.5149000287055969","0.5149000287055969","0.5149000287055969","3310","3310","3310","0.5625","0.5625","0.5625","3310","3310","3310","0.6517000198364258","0.6517000198364258","0.6517000198364258","3310","3310","3310","0.7820000052452087","0.7820000052452087","0.7820000052452087"
"199","3327","3327","3327","0.5196999907493591","0.5196999907493591","0.5196999907493591","3327","3327","3327","0.5572999715805054","0.5572999715805054","0.5572999715805054","3327","3327","3327","0.6510999798774719","0.6510999798774719","0.6510999798774719","3327","3327","3327","0.7807999849319458","0.7807999849319458","0.7807999849319458"
