"epoch","CNN - _step","CNN - _step__MIN","CNN - _step__MAX","CNN - validate_no_aug_accuracy/dataloader_idx_1","CNN - validate_no_aug_accuracy/dataloader_idx_1__MIN","CNN - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-random_patches - _step","LLN-random_patches - _step__MIN","LLN-random_patches - _step__MAX","LLN-random_patches - validate_no_aug_accuracy/dataloader_idx_1","LLN-random_patches - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-random_patches - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-convFalse - _step","LLN-convFalse - _step__MIN","LLN-convFalse - _step__MAX","LLN-convFalse - validate_no_aug_accuracy/dataloader_idx_1","LLN-convFalse - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-convFalse - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-ours - _step","LLN-ours - _step__MIN","LLN-ours - _step__MAX","LLN-ours - validate_no_aug_accuracy/dataloader_idx_1","LLN-ours - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-ours - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"171","2861","2861","2861","0.7943000197410583","0.7943000197410583","0.7943000197410583","2861","2861","2861","0.7626000046730042","0.7626000046730042","0.7626000046730042","2861","2861","2861","0.7843999862670898","0.7843999862670898","0.7843999862670898","2861","2861","2861","0.8061000108718872","0.8061000108718872","0.8061000108718872"
"172","2877","2877","2877","0.7942000031471252","0.7942000031471252","0.7942000031471252","2877","2877","2877","0.7583000063896179","0.7583000063896179","0.7583000063896179","2877","2877","2877","0.7843999862670898","0.7843999862670898","0.7843999862670898","2877","2877","2877","0.8094000220298767","0.8094000220298767","0.8094000220298767"
"173","2894","2894","2894","0.795799970626831","0.795799970626831","0.795799970626831","2894","2894","2894","0.7585999965667725","0.7585999965667725","0.7585999965667725","2894","2894","2894","0.7821999788284302","0.7821999788284302","0.7821999788284302","2894","2894","2894","0.8083000183105469","0.8083000183105469","0.8083000183105469"
"174","2911","2911","2911","0.7947999835014343","0.7947999835014343","0.7947999835014343","2911","2911","2911","0.7595000267028809","0.7595000267028809","0.7595000267028809","2911","2911","2911","0.78329998254776","0.78329998254776","0.78329998254776","2911","2911","2911","0.8087999820709229","0.8087999820709229","0.8087999820709229"
"175","2927","2927","2927","0.7972999811172485","0.7972999811172485","0.7972999811172485","2927","2927","2927","0.760200023651123","0.760200023651123","0.760200023651123","2927","2927","2927","0.7836999893188477","0.7836999893188477","0.7836999893188477","2927","2927","2927","0.8095999956130981","0.8095999956130981","0.8095999956130981"
"176","2944","2944","2944","0.7944999933242798","0.7944999933242798","0.7944999933242798","2944","2944","2944","0.7598999738693237","0.7598999738693237","0.7598999738693237","2944","2944","2944","0.7843000292778015","0.7843000292778015","0.7843000292778015","2944","2944","2944","0.809499979019165","0.809499979019165","0.809499979019165"
"177","2960","2960","2960","0.7940000295639038","0.7940000295639038","0.7940000295639038","2960","2960","2960","0.7601000070571899","0.7601000070571899","0.7601000070571899","2960","2960","2960","0.7843999862670898","0.7843999862670898","0.7843999862670898","2960","2960","2960","0.808899998664856","0.808899998664856","0.808899998664856"
"178","2977","2977","2977","0.7950000166893005","0.7950000166893005","0.7950000166893005","2977","2977","2977","0.7602999806404114","0.7602999806404114","0.7602999806404114","2977","2977","2977","0.7835999727249146","0.7835999727249146","0.7835999727249146","2977","2977","2977","0.8090000152587891","0.8090000152587891","0.8090000152587891"
"179","2994","2994","2994","0.7957000136375427","0.7957000136375427","0.7957000136375427","2994","2994","2994","0.7595000267028809","0.7595000267028809","0.7595000267028809","2994","2994","2994","0.78329998254776","0.78329998254776","0.78329998254776","2994","2994","2994","0.808899998664856","0.808899998664856","0.808899998664856"
"180","3010","3010","3010","0.794700026512146","0.794700026512146","0.794700026512146","3010","3010","3010","0.7597000002861023","0.7597000002861023","0.7597000002861023","3010","3010","3010","0.7839000225067139","0.7839000225067139","0.7839000225067139","3010","3010","3010","0.8083999752998352","0.8083999752998352","0.8083999752998352"
"181","3027","3027","3027","0.7946000099182129","0.7946000099182129","0.7946000099182129","3027","3027","3027","0.7598999738693237","0.7598999738693237","0.7598999738693237","3027","3027","3027","0.7828999757766724","0.7828999757766724","0.7828999757766724","3027","3027","3027","0.8087999820709229","0.8087999820709229","0.8087999820709229"
"182","3044","3044","3044","0.7944999933242798","0.7944999933242798","0.7944999933242798","3044","3044","3044","0.7595999836921692","0.7595999836921692","0.7595999836921692","3044","3044","3044","0.7843999862670898","0.7843999862670898","0.7843999862670898","3044","3044","3044","0.8098000288009644","0.8098000288009644","0.8098000288009644"
"183","3060","3060","3060","0.7943000197410583","0.7943000197410583","0.7943000197410583","3060","3060","3060","0.7617999911308289","0.7617999911308289","0.7617999911308289","3060","3060","3060","0.7829999923706055","0.7829999923706055","0.7829999923706055","3060","3060","3060","0.8069999814033508","0.8069999814033508","0.8069999814033508"
"184","3077","3077","3077","0.7943000197410583","0.7943000197410583","0.7943000197410583","3077","3077","3077","0.7609000205993652","0.7609000205993652","0.7609000205993652","3077","3077","3077","0.7829999923706055","0.7829999923706055","0.7829999923706055","3077","3077","3077","0.8080999851226807","0.8080999851226807","0.8080999851226807"
"185","3094","3094","3094","0.7957000136375427","0.7957000136375427","0.7957000136375427","3094","3094","3094","0.7601000070571899","0.7601000070571899","0.7601000070571899","3094","3094","3094","0.7835999727249146","0.7835999727249146","0.7835999727249146","3094","3094","3094","0.8105000257492065","0.8105000257492065","0.8105000257492065"
"186","3110","3110","3110","0.7964000105857849","0.7964000105857849","0.7964000105857849","3110","3110","3110","0.7610999941825867","0.7610999941825867","0.7610999941825867","3110","3110","3110","0.782800018787384","0.782800018787384","0.782800018787384","3110","3110","3110","0.8084999918937683","0.8084999918937683","0.8084999918937683"
"187","3127","3127","3127","0.7943999767303467","0.7943999767303467","0.7943999767303467","3127","3127","3127","0.7635999917984009","0.7635999917984009","0.7635999917984009","3127","3127","3127","0.7831000089645386","0.7831000089645386","0.7831000089645386","3127","3127","3127","0.8105999827384949","0.8105999827384949","0.8105999827384949"
"188","3143","3143","3143","0.7928000092506409","0.7928000092506409","0.7928000092506409","3143","3143","3143","0.7594000101089478","0.7594000101089478","0.7594000101089478","3143","3143","3143","0.7815999984741211","0.7815999984741211","0.7815999984741211","3143","3143","3143","0.8087999820709229","0.8087999820709229","0.8087999820709229"
"189","3160","3160","3160","0.7973999977111816","0.7973999977111816","0.7973999977111816","3160","3160","3160","0.761900007724762","0.761900007724762","0.761900007724762","3160","3160","3160","0.7832000255584717","0.7832000255584717","0.7832000255584717","3160","3160","3160","0.8083000183105469","0.8083000183105469","0.8083000183105469"
"190","3177","3177","3177","0.795199990272522","0.795199990272522","0.795199990272522","3177","3177","3177","0.7609999775886536","0.7609999775886536","0.7609999775886536","3177","3177","3177","0.7839000225067139","0.7839000225067139","0.7839000225067139","3177","3177","3177","0.8087999820709229","0.8087999820709229","0.8087999820709229"
"191","3193","3193","3193","0.7953000068664551","0.7953000068664551","0.7953000068664551","3193","3193","3193","0.758899986743927","0.758899986743927","0.758899986743927","3193","3193","3193","0.7820000052452087","0.7820000052452087","0.7820000052452087","3193","3193","3193","0.8075000047683716","0.8075000047683716","0.8075000047683716"
"192","3210","3210","3210","0.7946000099182129","0.7946000099182129","0.7946000099182129","3210","3210","3210","0.760200023651123","0.760200023651123","0.760200023651123","3210","3210","3210","0.7831000089645386","0.7831000089645386","0.7831000089645386","3210","3210","3210","0.8083999752998352","0.8083999752998352","0.8083999752998352"
"193","3227","3227","3227","0.794700026512146","0.794700026512146","0.794700026512146","3227","3227","3227","0.7613000273704529","0.7613000273704529","0.7613000273704529","3227","3227","3227","0.7831000089645386","0.7831000089645386","0.7831000089645386","3227","3227","3227","0.8086000084877014","0.8086000084877014","0.8086000084877014"
"194","3243","3243","3243","0.7943000197410583","0.7943000197410583","0.7943000197410583","3243","3243","3243","0.7609999775886536","0.7609999775886536","0.7609999775886536","3243","3243","3243","0.7828999757766724","0.7828999757766724","0.7828999757766724","3243","3243","3243","0.8119999766349792","0.8119999766349792","0.8119999766349792"
"195","3260","3260","3260","0.796500027179718","0.796500027179718","0.796500027179718","3260","3260","3260","0.7580999732017517","0.7580999732017517","0.7580999732017517","3260","3260","3260","0.7840999960899353","0.7840999960899353","0.7840999960899353","3260","3260","3260","0.8105999827384949","0.8105999827384949","0.8105999827384949"
"196","3277","3277","3277","0.7950000166893005","0.7950000166893005","0.7950000166893005","3277","3277","3277","0.7591000199317932","0.7591000199317932","0.7591000199317932","3277","3277","3277","0.7836999893188477","0.7836999893188477","0.7836999893188477","3277","3277","3277","0.8104000091552734","0.8104000091552734","0.8104000091552734"
"197","3293","3293","3293","0.7967000007629395","0.7967000007629395","0.7967000007629395","3293","3293","3293","0.7599999904632568","0.7599999904632568","0.7599999904632568","3293","3293","3293","0.7843999862670898","0.7843999862670898","0.7843999862670898","3293","3293","3293","0.8108999729156494","0.8108999729156494","0.8108999729156494"
"198","3310","3310","3310","0.795199990272522","0.795199990272522","0.795199990272522","3310","3310","3310","0.7609000205993652","0.7609000205993652","0.7609000205993652","3310","3310","3310","0.7833999991416931","0.7833999991416931","0.7833999991416931","3310","3310","3310","0.8082000017166138","0.8082000017166138","0.8082000017166138"
"199","3327","3327","3327","0.7964000105857849","0.7964000105857849","0.7964000105857849","3327","3327","3327","0.760200023651123","0.760200023651123","0.760200023651123","3327","3327","3327","0.7813000082969666","0.7813000082969666","0.7813000082969666","3327","3327","3327","0.808899998664856","0.808899998664856","0.808899998664856"
