"epoch","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"144","2411","2411","2411","0.7908999919891357","0.7908999919891357","0.7908999919891357","2411","2411","2411","0.8755000233650208","0.8755000233650208","0.8755000233650208","2411","2411","2411","0.8984000086784363","0.8984000086784363","0.8984000086784363","2411","2411","2411","0.8931999802589417","0.8931999802589417","0.8931999802589417"
"145","2428","2428","2428","0.7944999933242798","0.7944999933242798","0.7944999933242798","2428","2428","2428","0.8766000270843506","0.8766000270843506","0.8766000270843506","2428","2428","2428","0.8966000080108643","0.8966000080108643","0.8966000080108643","2428","2428","2428","0.8938000202178955","0.8938000202178955","0.8938000202178955"
"146","2445","2445","2445","0.7929999828338623","0.7929999828338623","0.7929999828338623","2445","2445","2445","0.8755999803543091","0.8755999803543091","0.8755999803543091","2445","2445","2445","0.8970999717712402","0.8970999717712402","0.8970999717712402","2445","2445","2445","0.892799973487854","0.892799973487854","0.892799973487854"
"147","2461","2461","2461","0.7925000190734863","0.7925000190734863","0.7925000190734863","2461","2461","2461","0.8752999901771545","0.8752999901771545","0.8752999901771545","2461","2461","2461","0.8968999981880188","0.8968999981880188","0.8968999981880188","2461","2461","2461","0.8937000036239624","0.8937000036239624","0.8937000036239624"
"148","2478","2478","2478","0.7936000227928162","0.7936000227928162","0.7936000227928162","2478","2478","2478","0.8763999938964844","0.8763999938964844","0.8763999938964844","2478","2478","2478","0.8995000123977661","0.8995000123977661","0.8995000123977661","2478","2478","2478","0.8935999870300293","0.8935999870300293","0.8935999870300293"
"149","2495","2495","2495","0.7975999712944031","0.7975999712944031","0.7975999712944031","2495","2495","2495","0.8751000165939331","0.8751000165939331","0.8751000165939331","2495","2495","2495","0.8980000019073486","0.8980000019073486","0.8980000019073486","2495","2495","2495","0.8931000232696533","0.8931000232696533","0.8931000232696533"
"150","2511","2511","2511","0.7968999743461609","0.7968999743461609","0.7968999743461609","2511","2511","2511","0.8776999711990356","0.8776999711990356","0.8776999711990356","2511","2511","2511","0.8985000252723694","0.8985000252723694","0.8985000252723694","2511","2511","2511","0.8934000134468079","0.8934000134468079","0.8934000134468079"
"151","2528","2528","2528","0.7979999780654907","0.7979999780654907","0.7979999780654907","2528","2528","2528","0.8780999779701233","0.8780999779701233","0.8780999779701233","2528","2528","2528","0.8988000154495239","0.8988000154495239","0.8988000154495239","2528","2528","2528","0.892799973487854","0.892799973487854","0.892799973487854"
"152","2544","2544","2544","0.79830002784729","0.79830002784729","0.79830002784729","2544","2544","2544","0.8770999908447266","0.8770999908447266","0.8770999908447266","2544","2544","2544","0.8991000056266785","0.8991000056266785","0.8991000056266785","2544","2544","2544","0.892799973487854","0.892799973487854","0.892799973487854"
"153","2561","2561","2561","0.7986999750137329","0.7986999750137329","0.7986999750137329","2561","2561","2561","0.8776999711990356","0.8776999711990356","0.8776999711990356","2561","2561","2561","0.8991000056266785","0.8991000056266785","0.8991000056266785","2561","2561","2561","0.8934000134468079","0.8934000134468079","0.8934000134468079"
"154","2578","2578","2578","0.7986999750137329","0.7986999750137329","0.7986999750137329","2578","2578","2578","0.8781999945640564","0.8781999945640564","0.8781999945640564","2578","2578","2578","0.8978000283241272","0.8978000283241272","0.8978000283241272","2578","2578","2578","0.89410001039505","0.89410001039505","0.89410001039505"
"155","2594","2594","2594","0.7973999977111816","0.7973999977111816","0.7973999977111816","2594","2594","2594","0.8784000277519226","0.8784000277519226","0.8784000277519226","2594","2594","2594","0.8988999724388123","0.8988999724388123","0.8988999724388123","2594","2594","2594","0.8931000232696533","0.8931000232696533","0.8931000232696533"
"156","2611","2611","2611","0.7979999780654907","0.7979999780654907","0.7979999780654907","2611","2611","2611","0.8781999945640564","0.8781999945640564","0.8781999945640564","2611","2611","2611","0.8992000222206116","0.8992000222206116","0.8992000222206116","2611","2611","2611","0.8953999876976013","0.8953999876976013","0.8953999876976013"
"157","2628","2628","2628","0.7978000044822693","0.7978000044822693","0.7978000044822693","2628","2628","2628","0.878000020980835","0.878000020980835","0.878000020980835","2628","2628","2628","0.8977000117301941","0.8977000117301941","0.8977000117301941","2628","2628","2628","0.8935999870300293","0.8935999870300293","0.8935999870300293"
"158","2644","2644","2644","0.796999990940094","0.796999990940094","0.796999990940094","2644","2644","2644","0.8779000043869019","0.8779000043869019","0.8779000043869019","2644","2644","2644","0.8996000289916992","0.8996000289916992","0.8996000289916992","2644","2644","2644","0.8937000036239624","0.8937000036239624","0.8937000036239624"
"159","2661","2661","2661","0.7985000014305115","0.7985000014305115","0.7985000014305115","2661","2661","2661","0.8784000277519226","0.8784000277519226","0.8784000277519226","2661","2661","2661","0.8982999920845032","0.8982999920845032","0.8982999920845032","2661","2661","2661","0.8944000005722046","0.8944000005722046","0.8944000005722046"
"160","2678","2678","2678","0.7989000082015991","0.7989000082015991","0.7989000082015991","2678","2678","2678","0.8763999938964844","0.8763999938964844","0.8763999938964844","2678","2678","2678","0.8980000019073486","0.8980000019073486","0.8980000019073486","2678","2678","2678","0.8944000005722046","0.8944000005722046","0.8944000005722046"
"161","2694","2694","2694","0.7983999848365784","0.7983999848365784","0.7983999848365784","2694","2694","2694","0.8776999711990356","0.8776999711990356","0.8776999711990356","2694","2694","2694","0.8988999724388123","0.8988999724388123","0.8988999724388123","2694","2694","2694","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"162","2711","2711","2711","0.798799991607666","0.798799991607666","0.798799991607666","2711","2711","2711","0.8762999773025513","0.8762999773025513","0.8762999773025513","2711","2711","2711","0.8992999792098999","0.8992999792098999","0.8992999792098999","2711","2711","2711","0.8942000269889832","0.8942000269889832","0.8942000269889832"
"163","2727","2727","2727","0.7971000075340271","0.7971000075340271","0.7971000075340271","2727","2727","2727","0.8774999976158142","0.8774999976158142","0.8774999976158142","2727","2727","2727","0.8988000154495239","0.8988000154495239","0.8988000154495239","2727","2727","2727","0.894599974155426","0.894599974155426","0.894599974155426"
"164","2744","2744","2744","0.7980999946594238","0.7980999946594238","0.7980999946594238","2744","2744","2744","0.8770999908447266","0.8770999908447266","0.8770999908447266","2744","2744","2744","0.8995000123977661","0.8995000123977661","0.8995000123977661","2744","2744","2744","0.8953999876976013","0.8953999876976013","0.8953999876976013"
"165","2761","2761","2761","0.7990000247955322","0.7990000247955322","0.7990000247955322","2761","2761","2761","0.8763999938964844","0.8763999938964844","0.8763999938964844","2761","2761","2761","0.8986999988555908","0.8986999988555908","0.8986999988555908","2761","2761","2761","0.8948000073432922","0.8948000073432922","0.8948000073432922"
"166","2777","2777","2777","0.7986999750137329","0.7986999750137329","0.7986999750137329","2777","2777","2777","0.8766999840736389","0.8766999840736389","0.8766999840736389","2777","2777","2777","0.8985999822616577","0.8985999822616577","0.8985999822616577","2777","2777","2777","0.8944000005722046","0.8944000005722046","0.8944000005722046"
"167","2794","2794","2794","0.7980999946594238","0.7980999946594238","0.7980999946594238","2794","2794","2794","0.8769999742507935","0.8769999742507935","0.8769999742507935","2794","2794","2794","0.8991000056266785","0.8991000056266785","0.8991000056266785","2794","2794","2794","0.8952000141143799","0.8952000141143799","0.8952000141143799"
"168","2811","2811","2811","0.7961999773979187","0.7961999773979187","0.7961999773979187","2811","2811","2811","0.8777999877929688","0.8777999877929688","0.8777999877929688","2811","2811","2811","0.8978000283241272","0.8978000283241272","0.8978000283241272","2811","2811","2811","0.8934000134468079","0.8934000134468079","0.8934000134468079"
"169","2827","2827","2827","0.7989000082015991","0.7989000082015991","0.7989000082015991","2827","2827","2827","0.8770999908447266","0.8770999908447266","0.8770999908447266","2827","2827","2827","0.8984000086784363","0.8984000086784363","0.8984000086784363","2827","2827","2827","0.8945000171661377","0.8945000171661377","0.8945000171661377"
"170","2844","2844","2844","0.7979000210762024","0.7979000210762024","0.7979000210762024","2844","2844","2844","0.8781999945640564","0.8781999945640564","0.8781999945640564","2844","2844","2844","0.8996999859809875","0.8996999859809875","0.8996999859809875","2844","2844","2844","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"171","2861","2861","2861","0.7986999750137329","0.7986999750137329","0.7986999750137329","2861","2861","2861","0.8770999908447266","0.8770999908447266","0.8770999908447266","2861","2861","2861","0.8985999822616577","0.8985999822616577","0.8985999822616577","2861","2861","2861","0.8953999876976013","0.8953999876976013","0.8953999876976013"
"172","2877","2877","2877","0.7982000112533569","0.7982000112533569","0.7982000112533569","2877","2877","2877","0.8769000172615051","0.8769000172615051","0.8769000172615051","2877","2877","2877","0.8992999792098999","0.8992999792098999","0.8992999792098999","2877","2877","2877","0.8934999704360962","0.8934999704360962","0.8934999704360962"
"173","2894","2894","2894","0.7989000082015991","0.7989000082015991","0.7989000082015991","2894","2894","2894","0.8776999711990356","0.8776999711990356","0.8776999711990356","2894","2894","2894","0.8992999792098999","0.8992999792098999","0.8992999792098999","2894","2894","2894","0.8955000042915344","0.8955000042915344","0.8955000042915344"
"174","2911","2911","2911","0.7979999780654907","0.7979999780654907","0.7979999780654907","2911","2911","2911","0.8774999976158142","0.8774999976158142","0.8774999976158142","2911","2911","2911","0.8985000252723694","0.8985000252723694","0.8985000252723694","2911","2911","2911","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"175","2927","2927","2927","0.7983999848365784","0.7983999848365784","0.7983999848365784","2927","2927","2927","0.8770999908447266","0.8770999908447266","0.8770999908447266","2927","2927","2927","0.8981999754905701","0.8981999754905701","0.8981999754905701","2927","2927","2927","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"176","2944","2944","2944","0.7990999817848206","0.7990999817848206","0.7990999817848206","2944","2944","2944","0.8787000179290771","0.8787000179290771","0.8787000179290771","2944","2944","2944","0.8999000191688538","0.8999000191688538","0.8999000191688538","2944","2944","2944","0.8950999975204468","0.8950999975204468","0.8950999975204468"
"177","2960","2960","2960","0.7972999811172485","0.7972999811172485","0.7972999811172485","2960","2960","2960","0.8784000277519226","0.8784000277519226","0.8784000277519226","2960","2960","2960","0.8988000154495239","0.8988000154495239","0.8988000154495239","2960","2960","2960","0.8945000171661377","0.8945000171661377","0.8945000171661377"
"178","2977","2977","2977","0.79830002784729","0.79830002784729","0.79830002784729","2977","2977","2977","0.8763999938964844","0.8763999938964844","0.8763999938964844","2977","2977","2977","0.8985999822616577","0.8985999822616577","0.8985999822616577","2977","2977","2977","0.8942000269889832","0.8942000269889832","0.8942000269889832"
"179","2994","2994","2994","0.8001000285148621","0.8001000285148621","0.8001000285148621","2994","2994","2994","0.876800000667572","0.876800000667572","0.876800000667572","2994","2994","2994","0.8989999890327454","0.8989999890327454","0.8989999890327454","2994","2994","2994","0.8935999870300293","0.8935999870300293","0.8935999870300293"
"180","3010","3010","3010","0.7967000007629395","0.7967000007629395","0.7967000007629395","3010","3010","3010","0.8769000172615051","0.8769000172615051","0.8769000172615051","3010","3010","3010","0.8998000025749207","0.8998000025749207","0.8998000025749207","3010","3010","3010","0.8938999772071838","0.8938999772071838","0.8938999772071838"
"181","3027","3027","3027","0.7989000082015991","0.7989000082015991","0.7989000082015991","3027","3027","3027","0.8772000074386597","0.8772000074386597","0.8772000074386597","3027","3027","3027","0.8992999792098999","0.8992999792098999","0.8992999792098999","3027","3027","3027","0.8959000110626221","0.8959000110626221","0.8959000110626221"
"182","3044","3044","3044","0.7991999983787537","0.7991999983787537","0.7991999983787537","3044","3044","3044","0.8766999840736389","0.8766999840736389","0.8766999840736389","3044","3044","3044","0.8982999920845032","0.8982999920845032","0.8982999920845032","3044","3044","3044","0.8949000239372253","0.8949000239372253","0.8949000239372253"
"183","3060","3060","3060","0.79830002784729","0.79830002784729","0.79830002784729","3060","3060","3060","0.8770999908447266","0.8770999908447266","0.8770999908447266","3060","3060","3060","0.8991000056266785","0.8991000056266785","0.8991000056266785","3060","3060","3060","0.8948000073432922","0.8948000073432922","0.8948000073432922"
"184","3077","3077","3077","0.7983999848365784","0.7983999848365784","0.7983999848365784","3077","3077","3077","0.8772000074386597","0.8772000074386597","0.8772000074386597","3077","3077","3077","0.8991000056266785","0.8991000056266785","0.8991000056266785","3077","3077","3077","0.8942999839782715","0.8942999839782715","0.8942999839782715"
"185","3094","3094","3094","0.7990000247955322","0.7990000247955322","0.7990000247955322","3094","3094","3094","0.8780999779701233","0.8780999779701233","0.8780999779701233","3094","3094","3094","0.8970999717712402","0.8970999717712402","0.8970999717712402","3094","3094","3094","0.8948000073432922","0.8948000073432922","0.8948000073432922"
"186","3110","3110","3110","0.7967000007629395","0.7967000007629395","0.7967000007629395","3110","3110","3110","0.8776999711990356","0.8776999711990356","0.8776999711990356","3110","3110","3110","0.8974999785423279","0.8974999785423279","0.8974999785423279","3110","3110","3110","0.89410001039505","0.89410001039505","0.89410001039505"
"187","3127","3127","3127","0.7982000112533569","0.7982000112533569","0.7982000112533569","3127","3127","3127","0.8773000240325928","0.8773000240325928","0.8773000240325928","3127","3127","3127","0.8985999822616577","0.8985999822616577","0.8985999822616577","3127","3127","3127","0.8945000171661377","0.8945000171661377","0.8945000171661377"
"188","3143","3143","3143","0.7991999983787537","0.7991999983787537","0.7991999983787537","3143","3143","3143","0.8773000240325928","0.8773000240325928","0.8773000240325928","3143","3143","3143","0.8984000086784363","0.8984000086784363","0.8984000086784363","3143","3143","3143","0.8934999704360962","0.8934999704360962","0.8934999704360962"
"189","3160","3160","3160","0.7979000210762024","0.7979000210762024","0.7979000210762024","3160","3160","3160","0.8776000142097473","0.8776000142097473","0.8776000142097473","3160","3160","3160","0.8985000252723694","0.8985000252723694","0.8985000252723694","3160","3160","3160","0.8944000005722046","0.8944000005722046","0.8944000005722046"
"190","3177","3177","3177","0.7976999878883362","0.7976999878883362","0.7976999878883362","3177","3177","3177","0.8773000240325928","0.8773000240325928","0.8773000240325928","3177","3177","3177","0.8984000086784363","0.8984000086784363","0.8984000086784363","3177","3177","3177","0.894599974155426","0.894599974155426","0.894599974155426"
"191","3193","3193","3193","0.7994999885559082","0.7994999885559082","0.7994999885559082","3193","3193","3193","0.8779000043869019","0.8779000043869019","0.8779000043869019","3193","3193","3193","0.8986999988555908","0.8986999988555908","0.8986999988555908","3193","3193","3193","0.8942999839782715","0.8942999839782715","0.8942999839782715"
"192","3210","3210","3210","0.7993999719619751","0.7993999719619751","0.7993999719619751","3210","3210","3210","0.8773999810218811","0.8773999810218811","0.8773999810218811","3210","3210","3210","0.899399995803833","0.899399995803833","0.899399995803833","3210","3210","3210","0.8946999907493591","0.8946999907493591","0.8946999907493591"
"193","3227","3227","3227","0.7994999885559082","0.7994999885559082","0.7994999885559082","3227","3227","3227","0.8766999840736389","0.8766999840736389","0.8766999840736389","3227","3227","3227","0.8996000289916992","0.8996000289916992","0.8996000289916992","3227","3227","3227","0.8946999907493591","0.8946999907493591","0.8946999907493591"
"194","3243","3243","3243","0.7989000082015991","0.7989000082015991","0.7989000082015991","3243","3243","3243","0.8762999773025513","0.8762999773025513","0.8762999773025513","3243","3243","3243","0.8988999724388123","0.8988999724388123","0.8988999724388123","3243","3243","3243","0.8950999975204468","0.8950999975204468","0.8950999975204468"
"195","3260","3260","3260","0.7979000210762024","0.7979000210762024","0.7979000210762024","3260","3260","3260","0.8774999976158142","0.8774999976158142","0.8774999976158142","3260","3260","3260","0.8989999890327454","0.8989999890327454","0.8989999890327454","3260","3260","3260","0.8946999907493591","0.8946999907493591","0.8946999907493591"
"196","3277","3277","3277","0.7986999750137329","0.7986999750137329","0.7986999750137329","3277","3277","3277","0.8772000074386597","0.8772000074386597","0.8772000074386597","3277","3277","3277","0.899399995803833","0.899399995803833","0.899399995803833","3277","3277","3277","0.89410001039505","0.89410001039505","0.89410001039505"
"197","3293","3293","3293","0.7986000180244446","0.7986000180244446","0.7986000180244446","3293","3293","3293","0.8779000043869019","0.8779000043869019","0.8779000043869019","3293","3293","3293","0.8999999761581421","0.8999999761581421","0.8999999761581421","3293","3293","3293","0.8952000141143799","0.8952000141143799","0.8952000141143799"
"198","3310","3310","3310","0.8003000020980835","0.8003000020980835","0.8003000020980835","3310","3310","3310","0.8777999877929688","0.8777999877929688","0.8777999877929688","3310","3310","3310","0.8985000252723694","0.8985000252723694","0.8985000252723694","3310","3310","3310","0.8932999968528748","0.8932999968528748","0.8932999968528748"
"199","3327","3327","3327","0.7978000044822693","0.7978000044822693","0.7978000044822693","3327","3327","3327","0.8784000277519226","0.8784000277519226","0.8784000277519226","3327","3327","3327","0.8996999859809875","0.8996999859809875","0.8996999859809875","3327","3327","3327","0.8938999772071838","0.8938999772071838","0.8938999772071838"
