"epoch","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_4 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_3 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_2 - validate_no_aug_accuracy/dataloader_idx_1__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - _step__MAX","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MIN","LLN-deep-sumlogitsFalse-CNN-layerwise-k256_128-ps53-pool22-bnTrue-bneck32_layer_1 - validate_no_aug_accuracy/dataloader_idx_1__MAX"
"130","2178","2178","2178","0.8503000140190125","0.8503000140190125","0.8503000140190125","2178","2178","2178","0.8514999747276306","0.8514999747276306","0.8514999747276306","2178","2178","2178","0.8479999899864197","0.8479999899864197","0.8479999899864197","2178","2178","2178","0.795199990272522","0.795199990272522","0.795199990272522"
"131","2195","2195","2195","0.8507999777793884","0.8507999777793884","0.8507999777793884","2195","2195","2195","0.8508999943733215","0.8508999943733215","0.8508999943733215","2195","2195","2195","0.8510000109672546","0.8510000109672546","0.8510000109672546","2195","2195","2195","0.7943999767303467","0.7943999767303467","0.7943999767303467"
"132","2212","2212","2212","0.8499000072479248","0.8499000072479248","0.8499000072479248","2212","2212","2212","0.8514000177383423","0.8514000177383423","0.8514000177383423","2212","2212","2212","0.8500999808311462","0.8500999808311462","0.8500999808311462","2212","2212","2212","0.7936000227928162","0.7936000227928162","0.7936000227928162"
"133","2228","2228","2228","0.850600004196167","0.850600004196167","0.850600004196167","2228","2228","2228","0.8511000275611877","0.8511000275611877","0.8511000275611877","2228","2228","2228","0.8499000072479248","0.8499000072479248","0.8499000072479248","2228","2228","2228","0.7922999858856201","0.7922999858856201","0.7922999858856201"
"134","2245","2245","2245","0.8507999777793884","0.8507999777793884","0.8507999777793884","2245","2245","2245","0.8500000238418579","0.8500000238418579","0.8500000238418579","2245","2245","2245","0.8499000072479248","0.8499000072479248","0.8499000072479248","2245","2245","2245","0.7947999835014343","0.7947999835014343","0.7947999835014343"
"135","2262","2262","2262","0.8503000140190125","0.8503000140190125","0.8503000140190125","2262","2262","2262","0.8497999906539917","0.8497999906539917","0.8497999906539917","2262","2262","2262","0.8493000268936157","0.8493000268936157","0.8493000268936157","2262","2262","2262","0.7943999767303467","0.7943999767303467","0.7943999767303467"
"136","2278","2278","2278","0.8500000238418579","0.8500000238418579","0.8500000238418579","2278","2278","2278","0.8514000177383423","0.8514000177383423","0.8514000177383423","2278","2278","2278","0.8496999740600586","0.8496999740600586","0.8496999740600586","2278","2278","2278","0.7885000109672546","0.7885000109672546","0.7885000109672546"
"137","2295","2295","2295","0.8503999710083008","0.8503999710083008","0.8503999710083008","2295","2295","2295","0.8485000133514404","0.8485000133514404","0.8485000133514404","2295","2295","2295","0.8490999937057495","0.8490999937057495","0.8490999937057495","2295","2295","2295","0.7935000061988831","0.7935000061988831","0.7935000061988831"
"138","2311","2311","2311","0.848800003528595","0.848800003528595","0.848800003528595","2311","2311","2311","0.8499000072479248","0.8499000072479248","0.8499000072479248","2311","2311","2311","0.8492000102996826","0.8492000102996826","0.8492000102996826","2311","2311","2311","0.7943000197410583","0.7943000197410583","0.7943000197410583"
"139","2328","2328","2328","0.8517000079154968","0.8517000079154968","0.8517000079154968","2328","2328","2328","0.8507999777793884","0.8507999777793884","0.8507999777793884","2328","2328","2328","0.850600004196167","0.850600004196167","0.850600004196167","2328","2328","2328","0.796999990940094","0.796999990940094","0.796999990940094"
"140","2345","2345","2345","0.8497999906539917","0.8497999906539917","0.8497999906539917","2345","2345","2345","0.8500999808311462","0.8500999808311462","0.8500999808311462","2345","2345","2345","0.8507000207901001","0.8507000207901001","0.8507000207901001","2345","2345","2345","0.7954999804496765","0.7954999804496765","0.7954999804496765"
"141","2361","2361","2361","0.8496000170707703","0.8496000170707703","0.8496000170707703","2361","2361","2361","0.8518000245094299","0.8518000245094299","0.8518000245094299","2361","2361","2361","0.849399983882904","0.849399983882904","0.849399983882904","2361","2361","2361","0.7955999970436096","0.7955999970436096","0.7955999970436096"
"142","2378","2378","2378","0.8489999771118164","0.8489999771118164","0.8489999771118164","2378","2378","2378","0.8511999845504761","0.8511999845504761","0.8511999845504761","2378","2378","2378","0.8503999710083008","0.8503999710083008","0.8503999710083008","2378","2378","2378","0.79830002784729","0.79830002784729","0.79830002784729"
"143","2395","2395","2395","0.8521999716758728","0.8521999716758728","0.8521999716758728","2395","2395","2395","0.8522999882698059","0.8522999882698059","0.8522999882698059","2395","2395","2395","0.8493000268936157","0.8493000268936157","0.8493000268936157","2395","2395","2395","0.7935000061988831","0.7935000061988831","0.7935000061988831"
"144","2411","2411","2411","0.8526999950408936","0.8526999950408936","0.8526999950408936","2411","2411","2411","0.8496999740600586","0.8496999740600586","0.8496999740600586","2411","2411","2411","0.8493000268936157","0.8493000268936157","0.8493000268936157","2411","2411","2411","0.7957000136375427","0.7957000136375427","0.7957000136375427"
"145","2428","2428","2428","0.8507000207901001","0.8507000207901001","0.8507000207901001","2428","2428","2428","0.850600004196167","0.850600004196167","0.850600004196167","2428","2428","2428","0.8504999876022339","0.8504999876022339","0.8504999876022339","2428","2428","2428","0.7950999736785889","0.7950999736785889","0.7950999736785889"
"146","2445","2445","2445","0.8514000177383423","0.8514000177383423","0.8514000177383423","2445","2445","2445","0.8507000207901001","0.8507000207901001","0.8507000207901001","2445","2445","2445","0.8531000018119812","0.8531000018119812","0.8531000018119812","2445","2445","2445","0.7978000044822693","0.7978000044822693","0.7978000044822693"
"147","2461","2461","2461","0.8493000268936157","0.8493000268936157","0.8493000268936157","2461","2461","2461","0.849399983882904","0.849399983882904","0.849399983882904","2461","2461","2461","0.8507999777793884","0.8507999777793884","0.8507999777793884","2461","2461","2461","0.7967000007629395","0.7967000007629395","0.7967000007629395"
"148","2478","2478","2478","0.849399983882904","0.849399983882904","0.849399983882904","2478","2478","2478","0.8492000102996826","0.8492000102996826","0.8492000102996826","2478","2478","2478","0.8485000133514404","0.8485000133514404","0.8485000133514404","2478","2478","2478","0.7936999797821045","0.7936999797821045","0.7936999797821045"
"149","2495","2495","2495","0.8507000207901001","0.8507000207901001","0.8507000207901001","2495","2495","2495","0.8496999740600586","0.8496999740600586","0.8496999740600586","2495","2495","2495","0.849399983882904","0.849399983882904","0.849399983882904","2495","2495","2495","0.7973999977111816","0.7973999977111816","0.7973999977111816"
"150","2511","2511","2511","0.8500999808311462","0.8500999808311462","0.8500999808311462","2511","2511","2511","0.8493000268936157","0.8493000268936157","0.8493000268936157","2511","2511","2511","0.8513000011444092","0.8513000011444092","0.8513000011444092","2511","2511","2511","0.8015000224113464","0.8015000224113464","0.8015000224113464"
"151","2528","2528","2528","0.8507000207901001","0.8507000207901001","0.8507000207901001","2528","2528","2528","0.849399983882904","0.849399983882904","0.849399983882904","2528","2528","2528","0.8497999906539917","0.8497999906539917","0.8497999906539917","2528","2528","2528","0.801800012588501","0.801800012588501","0.801800012588501"
"152","2544","2544","2544","0.8507999777793884","0.8507999777793884","0.8507999777793884","2544","2544","2544","0.8511999845504761","0.8511999845504761","0.8511999845504761","2544","2544","2544","0.8514999747276306","0.8514999747276306","0.8514999747276306","2544","2544","2544","0.8019999861717224","0.8019999861717224","0.8019999861717224"
"153","2561","2561","2561","0.8503999710083008","0.8503999710083008","0.8503999710083008","2561","2561","2561","0.8501999974250793","0.8501999974250793","0.8501999974250793","2561","2561","2561","0.8518999814987183","0.8518999814987183","0.8518999814987183","2561","2561","2561","0.8011999726295471","0.8011999726295471","0.8011999726295471"
"154","2578","2578","2578","0.8511000275611877","0.8511000275611877","0.8511000275611877","2578","2578","2578","0.8503000140190125","0.8503000140190125","0.8503000140190125","2578","2578","2578","0.8495000004768372","0.8495000004768372","0.8495000004768372","2578","2578","2578","0.7994999885559082","0.7994999885559082","0.7994999885559082"
"155","2594","2594","2594","0.8492000102996826","0.8492000102996826","0.8492000102996826","2594","2594","2594","0.8507000207901001","0.8507000207901001","0.8507000207901001","2594","2594","2594","0.8515999913215637","0.8515999913215637","0.8515999913215637","2594","2594","2594","0.8015000224113464","0.8015000224113464","0.8015000224113464"
"156","2611","2611","2611","0.8493000268936157","0.8493000268936157","0.8493000268936157","2611","2611","2611","0.848800003528595","0.848800003528595","0.848800003528595","2611","2611","2611","0.8518999814987183","0.8518999814987183","0.8518999814987183","2611","2611","2611","0.800599992275238","0.800599992275238","0.800599992275238"
"157","2628","2628","2628","0.850600004196167","0.850600004196167","0.850600004196167","2628","2628","2628","0.8501999974250793","0.8501999974250793","0.8501999974250793","2628","2628","2628","0.8511000275611877","0.8511000275611877","0.8511000275611877","2628","2628","2628","0.7993000149726868","0.7993000149726868","0.7993000149726868"
"158","2644","2644","2644","0.8511999845504761","0.8511999845504761","0.8511999845504761","2644","2644","2644","0.8495000004768372","0.8495000004768372","0.8495000004768372","2644","2644","2644","0.8511999845504761","0.8511999845504761","0.8511999845504761","2644","2644","2644","0.8014000058174133","0.8014000058174133","0.8014000058174133"
"159","2661","2661","2661","0.8503000140190125","0.8503000140190125","0.8503000140190125","2661","2661","2661","0.8486999869346619","0.8486999869346619","0.8486999869346619","2661","2661","2661","0.8511999845504761","0.8511999845504761","0.8511999845504761","2661","2661","2661","0.8019999861717224","0.8019999861717224","0.8019999861717224"
"160","2678","2678","2678","0.8511000275611877","0.8511000275611877","0.8511000275611877","2678","2678","2678","0.8510000109672546","0.8510000109672546","0.8510000109672546","2678","2678","2678","0.8503000140190125","0.8503000140190125","0.8503000140190125","2678","2678","2678","0.8023999929428101","0.8023999929428101","0.8023999929428101"
"161","2694","2694","2694","0.8485999703407288","0.8485999703407288","0.8485999703407288","2694","2694","2694","0.8513000011444092","0.8513000011444092","0.8513000011444092","2694","2694","2694","0.8521999716758728","0.8521999716758728","0.8521999716758728","2694","2694","2694","0.8008999824523926","0.8008999824523926","0.8008999824523926"
"162","2711","2711","2711","0.8504999876022339","0.8504999876022339","0.8504999876022339","2711","2711","2711","0.849399983882904","0.849399983882904","0.849399983882904","2711","2711","2711","0.8514999747276306","0.8514999747276306","0.8514999747276306","2711","2711","2711","0.8027999997138977","0.8027999997138977","0.8027999997138977"
"163","2727","2727","2727","0.8503000140190125","0.8503000140190125","0.8503000140190125","2727","2727","2727","0.8508999943733215","0.8508999943733215","0.8508999943733215","2727","2727","2727","0.8500000238418579","0.8500000238418579","0.8500000238418579","2727","2727","2727","0.800000011920929","0.800000011920929","0.800000011920929"
"164","2744","2744","2744","0.8500999808311462","0.8500999808311462","0.8500999808311462","2744","2744","2744","0.8497999906539917","0.8497999906539917","0.8497999906539917","2744","2744","2744","0.8507999777793884","0.8507999777793884","0.8507999777793884","2744","2744","2744","0.8016999959945679","0.8016999959945679","0.8016999959945679"
"165","2761","2761","2761","0.8511999845504761","0.8511999845504761","0.8511999845504761","2761","2761","2761","0.848800003528595","0.848800003528595","0.848800003528595","2761","2761","2761","0.8521999716758728","0.8521999716758728","0.8521999716758728","2761","2761","2761","0.8016999959945679","0.8016999959945679","0.8016999959945679"
"166","2777","2777","2777","0.8497999906539917","0.8497999906539917","0.8497999906539917","2777","2777","2777","0.8496999740600586","0.8496999740600586","0.8496999740600586","2777","2777","2777","0.849399983882904","0.849399983882904","0.849399983882904","2777","2777","2777","0.8019000291824341","0.8019000291824341","0.8019000291824341"
"167","2794","2794","2794","0.8508999943733215","0.8508999943733215","0.8508999943733215","2794","2794","2794","0.8482000231742859","0.8482000231742859","0.8482000231742859","2794","2794","2794","0.850600004196167","0.850600004196167","0.850600004196167","2794","2794","2794","0.8004999756813049","0.8004999756813049","0.8004999756813049"
"168","2811","2811","2811","0.8517000079154968","0.8517000079154968","0.8517000079154968","2811","2811","2811","0.8495000004768372","0.8495000004768372","0.8495000004768372","2811","2811","2811","0.8521999716758728","0.8521999716758728","0.8521999716758728","2811","2811","2811","0.800599992275238","0.800599992275238","0.800599992275238"
"169","2827","2827","2827","0.8513000011444092","0.8513000011444092","0.8513000011444092","2827","2827","2827","0.8495000004768372","0.8495000004768372","0.8495000004768372","2827","2827","2827","0.8521000146865845","0.8521000146865845","0.8521000146865845","2827","2827","2827","0.8029000163078308","0.8029000163078308","0.8029000163078308"
"170","2844","2844","2844","0.8511000275611877","0.8511000275611877","0.8511000275611877","2844","2844","2844","0.8486999869346619","0.8486999869346619","0.8486999869346619","2844","2844","2844","0.8503999710083008","0.8503999710083008","0.8503999710083008","2844","2844","2844","0.8011999726295471","0.8011999726295471","0.8011999726295471"
"171","2861","2861","2861","0.8515999913215637","0.8515999913215637","0.8515999913215637","2861","2861","2861","0.8482999801635742","0.8482999801635742","0.8482999801635742","2861","2861","2861","0.8508999943733215","0.8508999943733215","0.8508999943733215","2861","2861","2861","0.8009999990463257","0.8009999990463257","0.8009999990463257"
"172","2877","2877","2877","0.8521999716758728","0.8521999716758728","0.8521999716758728","2877","2877","2877","0.8485999703407288","0.8485999703407288","0.8485999703407288","2877","2877","2877","0.8529999852180481","0.8529999852180481","0.8529999852180481","2877","2877","2877","0.8030999898910522","0.8030999898910522","0.8030999898910522"
"173","2894","2894","2894","0.8507000207901001","0.8507000207901001","0.8507000207901001","2894","2894","2894","0.8507999777793884","0.8507999777793884","0.8507999777793884","2894","2894","2894","0.8503999710083008","0.8503999710083008","0.8503999710083008","2894","2894","2894","0.8021000027656555","0.8021000027656555","0.8021000027656555"
"174","2911","2911","2911","0.8525000214576721","0.8525000214576721","0.8525000214576721","2911","2911","2911","0.8500999808311462","0.8500999808311462","0.8500999808311462","2911","2911","2911","0.8515999913215637","0.8515999913215637","0.8515999913215637","2911","2911","2911","0.802299976348877","0.802299976348877","0.802299976348877"
"175","2927","2927","2927","0.8501999974250793","0.8501999974250793","0.8501999974250793","2927","2927","2927","0.8503000140190125","0.8503000140190125","0.8503000140190125","2927","2927","2927","0.8514000177383423","0.8514000177383423","0.8514000177383423","2927","2927","2927","0.8025000095367432","0.8025000095367432","0.8025000095367432"
"176","2944","2944","2944","0.8511999845504761","0.8511999845504761","0.8511999845504761","2944","2944","2944","0.8489000201225281","0.8489000201225281","0.8489000201225281","2944","2944","2944","0.8525999784469604","0.8525999784469604","0.8525999784469604","2944","2944","2944","0.8025000095367432","0.8025000095367432","0.8025000095367432"
"177","2960","2960","2960","0.8501999974250793","0.8501999974250793","0.8501999974250793","2960","2960","2960","0.8515999913215637","0.8515999913215637","0.8515999913215637","2960","2960","2960","0.8503999710083008","0.8503999710083008","0.8503999710083008","2960","2960","2960","0.8011999726295471","0.8011999726295471","0.8011999726295471"
"178","2977","2977","2977","0.8515999913215637","0.8515999913215637","0.8515999913215637","2977","2977","2977","0.8500000238418579","0.8500000238418579","0.8500000238418579","2977","2977","2977","0.8513000011444092","0.8513000011444092","0.8513000011444092","2977","2977","2977","0.8026999831199646","0.8026999831199646","0.8026999831199646"
"179","2994","2994","2994","0.8503000140190125","0.8503000140190125","0.8503000140190125","2994","2994","2994","0.8496999740600586","0.8496999740600586","0.8496999740600586","2994","2994","2994","0.8490999937057495","0.8490999937057495","0.8490999937057495","2994","2994","2994","0.8029999732971191","0.8029999732971191","0.8029999732971191"
"180","3010","3010","3010","0.8500000238418579","0.8500000238418579","0.8500000238418579","3010","3010","3010","0.8500000238418579","0.8500000238418579","0.8500000238418579","3010","3010","3010","0.8507999777793884","0.8507999777793884","0.8507999777793884","3010","3010","3010","0.8033000230789185","0.8033000230789185","0.8033000230789185"
"181","3027","3027","3027","0.8515999913215637","0.8515999913215637","0.8515999913215637","3027","3027","3027","0.8499000072479248","0.8499000072479248","0.8499000072479248","3027","3027","3027","0.8511000275611877","0.8511000275611877","0.8511000275611877","3027","3027","3027","0.8032000064849854","0.8032000064849854","0.8032000064849854"
"182","3044","3044","3044","0.8514000177383423","0.8514000177383423","0.8514000177383423","3044","3044","3044","0.8500999808311462","0.8500999808311462","0.8500999808311462","3044","3044","3044","0.8497999906539917","0.8497999906539917","0.8497999906539917","3044","3044","3044","0.8044999837875366","0.8044999837875366","0.8044999837875366"
"183","3060","3060","3060","0.8517000079154968","0.8517000079154968","0.8517000079154968","3060","3060","3060","0.8511999845504761","0.8511999845504761","0.8511999845504761","3060","3060","3060","0.8528000116348267","0.8528000116348267","0.8528000116348267","3060","3060","3060","0.8026000261306763","0.8026000261306763","0.8026000261306763"
"184","3077","3077","3077","0.8518999814987183","0.8518999814987183","0.8518999814987183","3077","3077","3077","0.8479999899864197","0.8479999899864197","0.8479999899864197","3077","3077","3077","0.8503000140190125","0.8503000140190125","0.8503000140190125","3077","3077","3077","0.8009999990463257","0.8009999990463257","0.8009999990463257"
"185","3094","3094","3094","0.8500000238418579","0.8500000238418579","0.8500000238418579","3094","3094","3094","0.8481000065803528","0.8481000065803528","0.8481000065803528","3094","3094","3094","0.8510000109672546","0.8510000109672546","0.8510000109672546","3094","3094","3094","0.8023999929428101","0.8023999929428101","0.8023999929428101"
"186","3110","3110","3110","0.8497999906539917","0.8497999906539917","0.8497999906539917","3110","3110","3110","0.8500999808311462","0.8500999808311462","0.8500999808311462","3110","3110","3110","0.8513000011444092","0.8513000011444092","0.8513000011444092","3110","3110","3110","0.8015000224113464","0.8015000224113464","0.8015000224113464"
"187","3127","3127","3127","0.8503999710083008","0.8503999710083008","0.8503999710083008","3127","3127","3127","0.849399983882904","0.849399983882904","0.849399983882904","3127","3127","3127","0.8511000275611877","0.8511000275611877","0.8511000275611877","3127","3127","3127","0.8026999831199646","0.8026999831199646","0.8026999831199646"
"188","3143","3143","3143","0.8518999814987183","0.8518999814987183","0.8518999814987183","3143","3143","3143","0.8493000268936157","0.8493000268936157","0.8493000268936157","3143","3143","3143","0.8513000011444092","0.8513000011444092","0.8513000011444092","3143","3143","3143","0.801800012588501","0.801800012588501","0.801800012588501"
"189","3160","3160","3160","0.8503999710083008","0.8503999710083008","0.8503999710083008","3160","3160","3160","0.8490999937057495","0.8490999937057495","0.8490999937057495","3160","3160","3160","0.852400004863739","0.852400004863739","0.852400004863739","3160","3160","3160","0.8029000163078308","0.8029000163078308","0.8029000163078308"
"190","3177","3177","3177","0.8503999710083008","0.8503999710083008","0.8503999710083008","3177","3177","3177","0.8508999943733215","0.8508999943733215","0.8508999943733215","3177","3177","3177","0.8510000109672546","0.8510000109672546","0.8510000109672546","3177","3177","3177","0.8023999929428101","0.8023999929428101","0.8023999929428101"
"191","3193","3193","3193","0.8497999906539917","0.8497999906539917","0.8497999906539917","3193","3193","3193","0.8496000170707703","0.8496000170707703","0.8496000170707703","3193","3193","3193","0.8515999913215637","0.8515999913215637","0.8515999913215637","3193","3193","3193","0.8023999929428101","0.8023999929428101","0.8023999929428101"
"192","3210","3210","3210","0.8496999740600586","0.8496999740600586","0.8496999740600586","3210","3210","3210","0.8497999906539917","0.8497999906539917","0.8497999906539917","3210","3210","3210","0.8503000140190125","0.8503000140190125","0.8503000140190125","3210","3210","3210","0.8021000027656555","0.8021000027656555","0.8021000027656555"
"193","3227","3227","3227","0.8511999845504761","0.8511999845504761","0.8511999845504761","3227","3227","3227","0.8492000102996826","0.8492000102996826","0.8492000102996826","3227","3227","3227","0.8517000079154968","0.8517000079154968","0.8517000079154968","3227","3227","3227","0.8019000291824341","0.8019000291824341","0.8019000291824341"
"194","3243","3243","3243","0.8511000275611877","0.8511000275611877","0.8511000275611877","3243","3243","3243","0.8504999876022339","0.8504999876022339","0.8504999876022339","3243","3243","3243","0.8511000275611877","0.8511000275611877","0.8511000275611877","3243","3243","3243","0.8026999831199646","0.8026999831199646","0.8026999831199646"
"195","3260","3260","3260","0.8514999747276306","0.8514999747276306","0.8514999747276306","3260","3260","3260","0.8495000004768372","0.8495000004768372","0.8495000004768372","3260","3260","3260","0.853600025177002","0.853600025177002","0.853600025177002","3260","3260","3260","0.8023999929428101","0.8023999929428101","0.8023999929428101"
"196","3277","3277","3277","0.8504999876022339","0.8504999876022339","0.8504999876022339","3277","3277","3277","0.8486999869346619","0.8486999869346619","0.8486999869346619","3277","3277","3277","0.8514000177383423","0.8514000177383423","0.8514000177383423","3277","3277","3277","0.802299976348877","0.802299976348877","0.802299976348877"
"197","3293","3293","3293","0.8510000109672546","0.8510000109672546","0.8510000109672546","3293","3293","3293","0.8496000170707703","0.8496000170707703","0.8496000170707703","3293","3293","3293","0.8495000004768372","0.8495000004768372","0.8495000004768372","3293","3293","3293","0.802299976348877","0.802299976348877","0.802299976348877"
"198","3310","3310","3310","0.8529999852180481","0.8529999852180481","0.8529999852180481","3310","3310","3310","0.8499000072479248","0.8499000072479248","0.8499000072479248","3310","3310","3310","0.8504999876022339","0.8504999876022339","0.8504999876022339","3310","3310","3310","0.8032000064849854","0.8032000064849854","0.8032000064849854"
"199","3327","3327","3327","0.8515999913215637","0.8515999913215637","0.8515999913215637","3327","3327","3327","0.8504999876022339","0.8504999876022339","0.8504999876022339","3327","3327","3327","0.8532000184059143","0.8532000184059143","0.8532000184059143","3327","3327","3327","0.803600013256073","0.803600013256073","0.803600013256073"
